"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Virginia","Madison",2021,265,237,28,0,0,0,0,80,51,40,0,0,259,0,6,0
"Virginia","Norfolk City",2021,209,198,11,0,0,0,0,84,39,20,1,139,0,0,63,6
"Virginia","Pittsylvania",2021,264,264,0,0,0,0,0,21,8,3,0,264,0,0,0,0
"Virginia","Prince Edward",2021,235,222,13,0,0,0,0,80,47,35,0,0,235,0,0,0
"Virginia","Prince William",2021,176,160,15,1,0,0,0,119,50,36,0,6,170,0,0,0
"Virginia","Richmond City",2021,210,183,27,0,0,0,0,96,52,34,3,51,0,0,156,0
"Virginia","Roanoke",2021,182,157,25,0,0,0,0,80,54,39,1,4,94,0,83,0
"Virginia","Rockbridge",2021,121,114,7,0,0,0,0,64,49,39,0,0,121,0,0,0
"Virginia","Rockingham",2021,211,185,26,0,0,0,0,86,51,37,0,48,113,0,50,0
"Virginia","Salem City",2021,89,81,8,0,0,0,0,90,50,27,0,0,0,0,89,0
"Virginia","Stafford",2021,194,182,12,0,0,0,0,97,48,35,0,0,174,0,0,20
"Virginia","Suffolk City",2021,122,107,15,0,0,0,0,90,51,40,0,0,122,0,0,0
"Virginia","Virginia Beach City",2021,76,69,7,0,0,0,0,80,48,28,0,0,0,0,76,0
"Virginia","Wythe",2021,119,109,10,0,0,0,0,67,50,41,0,0,119,0,0,0
"Washington","Adams",2021,180,180,0,0,0,0,0,34,21,11,0,0,0,0,180,0
"Washington","Asotin",2021,159,123,36,0,0,0,0,99,62,31,0,0,0,0,159,0
"Washington","Benton",2021,181,156,23,2,0,0,0,148,54,37,0,0,69,0,72,40
"Washington","Chelan",2021,181,168,13,0,0,0,0,83,46,19,0,0,0,0,181,0
"Washington","Clallam",2021,181,169,12,0,0,0,0,72,46,37,0,0,143,0,38,0
"Washington","Clark",2021,181,160,21,0,0,0,0,72,52,33,0,0,71,0,110,0
"Washington","Columbia",2021,237,218,19,0,0,0,0,90,49,40,0,0,214,0,23,0
"Washington","Cowlitz",2021,181,177,4,0,0,0,0,59,32,15,0,0,0,0,181,0
"Washington","Franklin",2021,181,177,4,0,0,0,0,59,30,14,0,0,0,0,181,0
"Washington","Garfield",2021,176,173,3,0,0,0,0,72,26,12,0,0,0,0,176,0
"Washington","Grant",2021,181,178,3,0,0,0,0,55,31,16,0,0,0,0,181,0
"Washington","Grays Harbor",2021,181,178,3,0,0,0,0,80,30,19,0,0,0,0,181,0
"Washington","Jefferson",2021,174,173,1,0,0,0,0,66,25,13,0,0,0,0,174,0
"Washington","King",2021,182,151,29,0,2,0,0,177,56,38,1,23,94,0,64,0
"Washington","Kitsap",2021,181,179,2,0,0,0,0,62,34,18,0,0,0,0,181,0
"Washington","Kittitas",2021,181,171,10,0,0,0,0,82,42,16,0,0,0,0,181,0
"Washington","Lewis",2021,176,172,4,0,0,0,0,55,34,18,0,0,0,0,176,0
"Washington","Mason",2021,177,173,4,0,0,0,0,67,33,15,0,0,0,0,177,0
"Washington","Okanogan",2021,181,131,50,0,0,0,0,98,69,33,0,0,0,0,181,0
"Washington","Pend Oreille",2021,179,177,2,0,0,0,0,55,43,22,0,0,0,0,179,0
"Washington","Pierce",2021,181,148,33,0,0,0,0,86,56,42,0,4,129,0,48,0
"Washington","Skagit",2021,130,127,3,0,0,0,0,84,39,28,0,0,48,0,82,0
"Washington","Snohomish",2021,181,146,34,1,0,0,0,108,58,31,0,0,0,0,181,0
"Washington","Spokane",2021,181,162,19,0,0,0,0,74,51,40,0,0,77,0,98,6
"Washington","Stevens",2021,181,147,34,0,0,0,0,80,57,31,0,0,0,0,134,47
"Washington","Thurston",2021,166,163,3,0,0,0,0,58,33,15,0,0,0,0,166,0
"Washington","Walla Walla",2021,181,167,13,1,0,0,0,117,44,19,0,0,0,0,54,127
"Washington","Whatcom",2021,181,178,3,0,0,0,0,68,40,28,0,0,86,26,69,0
"Washington","Whitman",2021,181,181,0,0,0,0,0,46,23,13,0,0,0,0,181,0
"Washington","Yakima",2021,181,135,46,0,0,0,0,97,66,36,0,0,0,0,175,6
"West Virginia","Berkeley",2021,223,187,36,0,0,0,0,93,56,39,0,0,178,0,45,0
"West Virginia","Brooke",2021,273,230,41,2,0,0,0,124,57,24,0,0,0,99,84,90
"West Virginia","Cabell",2021,232,201,31,0,0,0,0,86,54,39,0,0,192,0,40,0
"West Virginia","Gilmer",2021,236,228,8,0,0,0,0,74,44,33,0,0,236,0,0,0
"West Virginia","Greenbrier",2021,211,203,8,0,0,0,0,64,47,37,0,0,211,0,0,0
"West Virginia","Hancock",2021,273,221,52,0,0,0,0,93,63,40,0,0,181,11,43,38
"West Virginia","Harrison",2021,86,73,13,0,0,0,0,65,54,29,0,0,0,0,86,0
"West Virginia","Kanawha",2021,274,210,64,0,0,0,0,97,62,40,1,0,157,0,116,0
"West Virginia","Marion",2021,61,48,13,0,0,0,0,80,54,33,0,0,0,0,61,0
"West Virginia","Marshall",2021,272,168,103,1,0,0,0,121,67,42,0,0,0,12,260,0
"West Virginia","Mason",2021,263,258,5,0,0,0,0,86,20,3,0,0,0,263,0,0
"West Virginia","Monongalia",2021,272,231,41,0,0,0,0,80,54,39,0,0,190,39,43,0
"West Virginia","Ohio",2021,234,196,38,0,0,0,0,77,58,39,0,0,187,0,47,0
"West Virginia","Tucker",2021,242,224,18,0,0,0,0,84,48,37,0,0,242,0,0,0
"West Virginia","Wood",2021,265,238,27,0,0,0,0,73,51,36,0,0,175,45,45,0
"Wisconsin","Ashland",2021,181,158,22,1,0,0,0,105,52,38,0,0,147,0,34,0
"Wisconsin","Brown",2021,181,132,48,1,0,0,0,113,65,40,0,0,90,0,91,0
"Wisconsin","Columbia",2021,97,77,20,0,0,0,0,100,71,41,0,0,97,0,0,0
"Wisconsin","Dane",2021,181,115,65,1,0,0,0,101,72,45,0,0,76,0,105,0
"Wisconsin","Dodge",2021,182,125,57,0,0,0,0,97,69,43,1,0,126,0,55,0
"Wisconsin","Door",2021,206,173,30,3,0,0,0,126,61,39,0,0,206,0,0,0
"Wisconsin","Eau Claire",2021,181,130,50,1,0,0,0,110,67,41,0,0,83,0,97,1
"Wisconsin","Fond du Lac",2021,97,77,20,0,0,0,0,90,71,42,0,0,97,0,0,0
"Wisconsin","Forest",2021,180,156,24,0,0,0,0,74,53,38,0,0,148,0,32,0
"Wisconsin","Grant",2021,181,140,41,0,0,0,0,94,59,34,0,0,0,0,181,0
"Wisconsin","Jackson",2021,81,80,1,0,0,0,0,54,38,22,0,0,0,0,81,0
"Wisconsin","Jefferson",2021,99,78,20,1,0,0,0,101,71,40,0,0,99,0,0,0
"Wisconsin","Kenosha",2021,283,193,79,11,0,0,0,136,74,42,0,0,235,0,48,0
"Wisconsin","Kewaunee",2021,98,78,18,2,0,0,0,108,74,41,0,0,98,0,0,0
"Wisconsin","La Crosse",2021,181,136,45,0,0,0,0,98,61,41,0,0,83,0,98,0
"Wisconsin","Manitowoc",2021,207,174,30,3,0,0,0,119,64,39,0,0,207,0,0,0
"Wisconsin","Marathon",2021,98,90,8,0,0,0,0,87,50,38,0,0,98,0,0,0
"Wisconsin","Milwaukee",2021,182,106,74,2,0,0,0,109,71,46,1,5,88,0,79,9
"Wisconsin","Monroe",2021,111,108,3,0,0,0,0,57,37,22,0,0,0,0,111,0
"Wisconsin","Oneida",2021,177,173,4,0,0,0,0,65,24,0,0,0,0,177,0,0
"Wisconsin","Outagamie",2021,181,124,55,2,0,0,0,112,71,40,0,0,76,15,90,0
"Wisconsin","Ozaukee",2021,181,135,43,3,0,0,0,112,65,38,0,0,88,0,93,0
"Wisconsin","Racine",2021,100,72,25,3,0,0,0,126,84,43,0,0,100,0,0,0
"Wisconsin","Rock",2021,95,74,21,0,0,0,0,100,77,43,0,0,95,0,0,0
"Wisconsin","Sauk",2021,181,135,46,0,0,0,0,93,64,41,0,0,82,0,99,0
"Wisconsin","Sheboygan",2021,99,79,17,3,0,0,0,126,74,40,0,0,99,0,0,0
"Wisconsin","Taylor",2021,242,207,35,0,0,0,0,97,54,37,0,0,201,0,41,0
"Wisconsin","Vilas",2021,181,162,19,0,0,0,0,84,51,35,0,0,105,0,76,0
"Wisconsin","Walworth",2021,112,88,23,1,0,0,0,101,77,41,0,0,112,0,0,0
"Wisconsin","Waukesha",2021,181,118,59,4,0,0,0,108,71,44,0,0,76,0,105,0
"Wyoming","Albany",2021,304,184,110,10,0,0,0,138,80,48,0,0,212,0,64,28
"Wyoming","Big Horn",2021,181,175,6,0,0,0,0,61,48,39,0,0,181,0,0,0
"Wyoming","Campbell",2021,266,186,74,6,0,0,0,143,70,39,0,0,105,0,85,76
"Wyoming","Carbon",2021,90,89,0,0,1,0,0,185,27,16,0,77,0,13,0,0
"Wyoming","Converse",2021,182,165,17,0,0,0,0,77,50,41,1,0,172,0,0,9
"Wyoming","Fremont",2021,304,216,87,1,0,0,0,141,67,45,0,0,167,4,130,3
"Wyoming","Johnson",2021,181,173,8,0,0,0,0,87,47,40,0,0,179,0,0,2
"Wyoming","Laramie",2021,181,155,26,0,0,0,0,74,54,42,2,2,167,0,9,1
"Wyoming","Lincoln",2021,181,174,6,1,0,0,0,104,36,12,0,0,0,0,0,181
"Wyoming","Natrona",2021,181,164,17,0,0,0,0,93,50,42,0,1,178,0,2,0
"Wyoming","Park",2021,61,61,0,0,0,0,0,41,21,13,0,0,0,0,52,9
"Wyoming","Platte",2021,179,169,6,1,2,0,1,664,38,10,0,0,0,0,0,179
"Wyoming","Sheridan",2021,181,172,9,0,0,0,0,71,49,39,0,0,156,0,10,15
"Wyoming","Sublette",2021,243,153,85,5,0,0,0,133,74,48,0,0,243,0,0,0
"Wyoming","Sweetwater",2021,304,226,74,3,1,0,0,195,70,44,0,2,148,1,123,30
"Wyoming","Teton",2021,304,222,72,10,0,0,0,131,74,44,0,0,237,0,39,28
"Wyoming","Uinta",2021,180,179,1,0,0,0,0,56,19,6,0,0,0,0,0,180
"Wyoming","Weston",2021,181,166,15,0,0,0,0,74,50,40,0,0,160,21,0,0
